Code,Description,Level
H05.03.006.042,Sprechhilfe ,5
H05.03.006.043,Hörhilfe ,5
H05.03.006.044,Sehhilfe ,5
H05.04,"Medizinisches Kälte-, Wärmegerät",3
H05.04.000,"Medizinisches Kälte-, Wärmegerät",4
H05.04.000.000,"Medizinisches Kälte-, Wärmegerät",5
H05.04.001,Kühlschrank und -truhe ,4
H05.04.002,Tiefkühlschrank und -truhe ,4
H05.04.003,Kühlzelle ,4
H05.04.004,Tiefkühlzelle ,4
H05.04.005,Kühl- und Gefriergerät ,4
H05.04.006,Wärmegerät ,4
H05.05,"Mess-, Analysetechnik",3
H05.05.000,"Mess-, Analysetechnik",4
H05.05.000.000,"Mess-, Analysetechnik",5
H05.05.000.001,"Sicherheitseinrichtung, Labor ",5
H05.05.000.002,"Rühr-, Misch- und Schüttelgerät, Labor",5
H05.05.000.003,"Trenngerät, Labor ",5
H05.05.000.004,Elektrophorese-System ,5
H05.05.000.005,Dosierer und Diluter ,5
H05.05.000.006,Pipettiereinrichtung ,5
H05.05.000.007,Laborpumpe ,5
H05.05.000.008,Waage ,5
H05.05.000.009,Thermisches Gerät und Apparat ,5
H05.05.000.010,"Apothekengerät, speziell ",5
H05.05.000.011,Optisches Gerät und Apparat ,5
H05.05.000.012,Elektronenmikroskop ,5
H05.05.000.013,Plattenbetrachter ,5
H05.05.000.014,Optisches und fotometrisches Analysegerät,5
H05.05.000.015,Flammenfotometrie ,5
H05.05.000.016,Atomabsorbtionsfotometrie ,5
H05.05.000.017,Chromatographie ,5
H05.05.000.018,Elektrochemische Messtechnik ,5
H05.05.000.019,Titrimetrische Messtechnik ,5
H05.05.000.020,Teilchenzählgerät ,5
H05.05.000.021,Gerät für Gerinnungsanalytik ,5
H05.05.001,Umgang mit Stoffen,4
H05.05.001.001,"Sicherheitseinrichtung, Labor ",5
H05.05.001.002,"Rühr-, Misch- und Schüttelgerät, Labor",5
H05.05.001.003,"Trenngerät, Labor ",5
H05.05.001.004,Elektrophorese-System ,5
H05.05.001.005,Dosierer und Diluter ,5
H05.05.001.006,Pipettiereinrichtung ,5
H05.05.001.007,Laborpumpe ,5
H05.05.001.008,Waage ,5
H05.05.001.009,Thermisches Gerät und Apparat ,5
H05.05.001.010,"Apothekengerät, speziell ",5
H05.05.002,Analyse,4
H05.05.002.011,Optisches Gerät und Apparat ,5
H05.05.002.012,Elektronenmikroskop ,5
H05.05.002.013,Plattenbetrachter ,5
H05.05.002.014,Optisches und fotometrisches Analysegerät,5
H05.05.002.015,Flammenfotometrie ,5
H05.05.002.016,Atomabsorbtionsfotometrie ,5
H05.05.002.017,Chromatographie ,5
H05.05.002.018,Elektrochemische Messtechnik ,5
H05.05.002.019,Titrimetrische Messtechnik ,5
H05.05.002.020,Teilchenzählgerät ,5
H05.05.002.021,Gerät für Gerinnungsanalytik ,5
H05.05.003,Dosimetrie,4
H05.06,"Reinigung, Desinfektion, Sterilisation",3
H05.06.000,"Reinigung, Desinfektion, Sterilisation",4
H05.06.000.000,"Reinigung, Desinfektion, Sterilisation",5
H05.06.000.001,Waschmaschine für medizinisch genutzte Güter,5
H05.06.000.002,Ultraschall-Reinigungsgerät ,5
H05.06.000.003,Trocknungsgerät ,5
H05.06.000.004,Dekontamination von Material ,5
H05.06.000.005,Desinfektion von Räumen ,5
H05.06.000.006,Sterilisation thermostabiler Güter ,5
H05.06.000.007,Sterilisation thermolabiler Güter ,5
H05.06.001,"Reinigung, Desinfektion ",4
H05.06.001.001,Waschmaschine für medizinisch genutzte Güter,5
H05.06.001.002,Ultraschall-Reinigungsgerät ,5
H05.06.001.003,Trocknungsgerät ,5
H05.06.001.004,Dekontamination von Material ,5
H05.06.001.005,Desinfektion von Räumen ,5
H05.06.002,Sterilisation ,4
H05.06.002.006,Sterilisation thermostabiler Güter ,5
H05.06.002.007,Sterilisation thermolabiler Güter ,5
H05.07,"Medizinische Einrichtung, Ausstattung",3
H05.07.000,"Medizinische Einrichtung, Ausstattung",4
H05.07.000.000,"Medizinische Einrichtung, Ausstattung",5
H05.07.000.001,"Medizinisches Mobiliar für Vitaldatenüberwachung, Diagnostik",5
H05.07.000.002,"Medizinisches Mobiliar für Pflege, Behandlung",5
H05.07.000.003,"Medizinisches Mobiliar für Messen, Analysieren",5
H05.07.000.004,"Medizinisches Mobiliar für Reinigung, Desinfektion, Sterilisation",5
H05.07.000.005,"Tisch für Vitaldatenüberwachung, Diagnostik",5
H05.07.000.006,"Tisch für Pflege, Behandlung ",5
H05.07.000.007,"Tisch für Messen, Analysieren ",5
H05.07.000.008,"Tisch für Reinigung, Desinfektion, Sterilisation",5
H05.07.000.009,"Sitzmobiliar für Vitaldatenüberwachung, Diagnostik",5
H05.07.000.010,"Sitzmobiliar für Pflege, Behandlung",5
H05.07.000.011,"Bett, Liege für Vitaldatenüberwachung, Diagnostik",5
H05.07.000.012,"Bett, Liege für Pflege, Behandlung",5
H05.07.001,"Schrank, Regal, Korpus ",4
H05.07.001.001,"Medizinisches Mobiliar für Vitaldatenüberwachung, Diagnostik",5
H05.07.001.002,"Medizinisches Mobiliar für Pflege, Behandlung",5
H05.07.001.003,"Medizinisches Mobiliar für Messen, Analysieren",5
H05.07.001.004,"Medizinisches Mobiliar für Reinigung, Desinfektion, Sterilisation",5
H05.07.002,Tisch ,4
H05.07.002.005,"Tisch für Vitaldatenüberwachung, Diagnostik",5
H05.07.002.006,"Tisch für Pflege, Behandlung ",5
H05.07.002.007,"Tisch für Messen, Analysieren ",5
H05.07.002.008,"Tisch für Reinigung, Desinfektion, Sterilisation",5
H05.07.003,Sitzmobiliar ,4
H05.07.003.009,"Sitzmobiliar für Vitaldatenüberwachung, Diagnostik",5
H05.07.003.010,"Sitzmobiliar für Pflege, Behandlung",5
H05.07.004,"Bett, Liege ",4
H05.07.004.011,"Bett, Liege für Vitaldatenüberwachung, Diagnostik",5
H05.07.004.012,"Bett, Liege für Pflege, Behandlung",5
H05.07.005,Medizinisches Kleinmobiliar ,4
H05.08,Medizinischer Beleuchtungskörper,3
H05.08.000,Medizinischer Beleuchtungskörper,4
H05.08.000.000,Medizinischer Beleuchtungskörper,5
H05.08.000.001,"Leuchten, Medizin ",5
H05.08.001,"Leuchten, Medizin ",4
H05.08.001.001,"Leuchten, Medizin ",5
H05.09,Medizinische Textilien,3
H05.09.000,Medizinische Textilien,4
H05.09.000.000,Medizinische Textilien,5
H05.09.001,Bettware,4
H05.09.002,Stützmaterial,4
H05.09.003,Polstermaterial,4
H05.09.004,Bekleidung,4
H05.09.005,Schutzanzug,4
H05.09.006,Abdeckung,4
H05.10,Medizinisches Kleininventar,3
H05.10.000,Medizinisches Kleininventar,4
H05.10.000.000,Medizinisches Kleininventar,5
H05.10.000.001,"Medizinisches Instrumentarium für Vitaldatenüberwachung, Diagnostik",5
H05.10.000.002,"Medizinisches Instrumentarium für Pflege, Behandlung",5
H05.10.000.003,"Medizinisches Instrumentarium für Messen, Analysieren",5
H05.10.000.004,"Medizinisches Instrumentarium für Reinigung, Desinfektion, Sterilisation",5
H05.10.000.005,Weiteres medizinisches Instrumentarium,5
H05.10.000.006,"Medizinischer Wagen für Vitaldatenüberwachung, Diagnostik",5
H05.10.000.007,"Medizinischer Wagen für Pflege, Behandlung",5
H05.10.000.008,"Medizinischer Wagen für Messen, Analysieren",5
H05.10.000.009,"Medizinischer Wagen für Reinigung, Desinfektion, Sterilisation",5
H05.10.001,Medizinisches Instrumentarium,4
H05.10.001.001,"Medizinisches Instrumentarium für Vitaldatenüberwachung, Diagnostik",5
H05.10.001.002,"Medizinisches Instrumentarium für Pflege, Behandlung",5
H05.10.001.003,"Medizinisches Instrumentarium für Messen, Analysieren",5
H05.10.001.004,"Medizinisches Instrumentarium für Reinigung, Desinfektion, Sterilisation",5
H05.10.001.005,Weiteres medizinisches Instrumentarium,5
H05.10.002,Medizinischer Wagen ,4
H05.10.002.006,"Medizinischer Wagen für Vitaldatenüberwachung, Diagnostik",5
H05.10.002.007,"Medizinischer Wagen für Pflege, Behandlung",5
H05.10.002.008,"Medizinischer Wagen für Messen, Analysieren",5
H05.10.002.009,"Medizinischer Wagen für Reinigung, Desinfektion, Sterilisation",5
H05.11,Medizinisches Transportmittel,3
H05.11.000,Medizinisches Transportmittel,4
H05.11.000.000,Medizinisches Transportmittel,5
H05.11.000.001,Ambulanz-Fahrzeug ,5
H05.11.000.002,Interner Patiententransport ,5
H05.11.000.003,Patienten-Hebe- und Transportgerät,5
H05.11.001,Gerät für Patiententransport,4
H05.11.001.001,Ambulanz-Fahrzeug ,5
H05.11.001.002,Interner Patiententransport ,5
H05.11.001.003,Patienten-Hebe- und Transportgerät,5
H05.11.002,Gerät für Materialtransport,4
H05.12,Medizinisches Betriebsmittel,3
H05.12.000,Medizinisches Betriebsmittel,4
H05.12.000.000,Medizinisches Betriebsmittel,5
H05.12.000.001,"Verbrauchsmittel für Vitaldatenüberwachung, Diagnostik",5
H05.12.000.002,"Verbrauchsmittel für Pflege, Behandlung",5
H05.12.000.003,"Verbrauchsmittel für Messen, Analysieren",5
H05.12.000.004,"Verbrauchsmittel für Reinigung, Desinfektion, Sterilisation",5
H05.12.000.005,"Gebrauchsmittel für Vitaldatenüberwachung, Diagnostik",5
H05.12.000.006,"Gebrauchsmittel für Pflege, Behandlung",5
H05.12.000.007,"Gebrauchsmittel für Messen, Analysieren",5
H05.12.000.008,"Gebrauchsmittel für Reinigung, Desinfektion, Sterilisation",5
H05.12.001,Verbrauchsmittel ,4
H05.12.001.001,"Verbrauchsmittel für Vitaldatenüberwachung, Diagnostik",5
H05.12.001.002,"Verbrauchsmittel für Pflege, Behandlung",5
H05.12.001.003,"Verbrauchsmittel für Messen, Analysieren",5
H05.12.001.004,"Verbrauchsmittel für Reinigung, Desinfektion, Sterilisation",5
H05.12.002,Gebrauchsmittel ,4
H05.12.002.005,"Gebrauchsmittel für Vitaldatenüberwachung, Diagnostik",5
H05.12.002.006,"Gebrauchsmittel für Pflege, Behandlung",5
H05.12.002.007,"Gebrauchsmittel für Messen, Analysieren",5
H05.12.002.008,"Gebrauchsmittel für Reinigung, Desinfektion, Sterilisation",5
H06,"Anlage für Bildung, Kultur",2
H06.01,"Bildung, Kultur: Versorgung, Entsorgung",3
H06.01.000,"Bildung, Kultur: Versorgung, Entsorgung",4
H06.01.000.000,"Bildung, Kultur: Versorgung, Entsorgung",5
H06.01.000.001,Raum,5
H06.01.000.002,Anlage,5
H06.01.001,Bildung: Versorgung,4
H06.01.001.001,Raum,5
H06.01.001.002,Anlage,5
H06.01.002,Bildung: Entsorgung,4
H06.01.002.001,Raum,5
H06.01.002.002,Anlage,5
H06.01.003,Kultur: Versorgung,4
H06.01.003.001,Raum,5
H06.01.003.002,Anlage,5
H06.01.004,Kultur: Entsorgung,4
H06.01.004.001,Raum,5
H06.01.004.002,Anlage,5
H06.02,"Bildung, Kultur: Apparat",3
H06.02.000,"Bildung, Kultur: Apparat",4
H06.02.000.000,"Bildung, Kultur: Apparat",5
H06.02.000.001,Raum,5
H06.02.000.002,Anlage,5
H06.02.001,Bildung: Eingebaute Maschine,4
H06.02.001.001,Raum,5
H06.02.001.002,Anlage,5
H06.02.002,Kultur: Eingebaute Maschine,4
H06.02.002.001,Raum,5
H06.02.002.002,Anlage,5
H06.02.003,Bildung: Eingebauter Apparat,4
H06.02.003.001,Raum,5
H06.02.003.002,Anlage,5
H06.02.004,Kultur: Eingebauter Apparat,4
H06.02.004.001,Raum,5
H06.02.004.002,Anlage,5
H06.03,"Bildung, Kultur: Steuerung",3
H06.03.000,"Bildung, Kultur: Steuerung",4
H06.03.000.000,"Bildung, Kultur: Steuerung",5
H06.03.000.001,Raum,5
H06.03.000.002,Anlage,5
H06.03.001,Bildung: Steuerungssystem,4
H06.03.001.001,Raum,5
H06.03.001.002,Anlage,5
H06.03.002,Kulturräume/-anlagen: Steuerungssystem,4
H06.03.002.001,Raum,5
H06.03.002.002,Anlage,5
H06.04,"Bildung, Kultur: Einbauten",3
H06.04.000,"Bildung, Kultur: Einbauten",4
H06.04.000.000,"Bildung, Kultur: Einbauten",5
H06.04.000.001,Raum,5
H06.04.000.002,Anlage,5
H06.04.001,Bildung: Einbauten,4
H06.04.001.001,Raum,5
H06.04.001.002,Anlage,5
H06.04.002,Kultur: Einbauten,4
H06.04.002.001,Raum,5
H06.04.002.002,Anlage,5
H07,"Sportanlage, Freizeitanlage",2
H07.01,"Sportanlage, Freizeitanlage: Versorgung, Entsorgung",3
H07.01.000,"Sportanlage, Freizeitanlage: Versorgung, Entsorgung",4
H07.01.000.000,"Sportanlage, Freizeitanlage: Versorgung, Entsorgung",5
H07.01.001,Sportanlage: Versorgung,4
H07.01.002,Sportanlage: Entsorgung,4
H07.01.003,Freizeitanlage: Versorgung,4
H07.01.004,Freizeitanlage: Entsorgung,4
H07.02,"Sportanlage, Freizeitanlage: Apparat",3
H07.02.000,"Sportanlage, Freizeitanlage: Apparat",4
H07.02.000.000,"Sportanlage, Freizeitanlage: Apparat",5
H07.02.001,Sportanlage: Eingebaute Maschine,4
H07.02.002,Freizeitanlage: Eingebaute Maschine,4
H07.02.003,Sportanlage: Eingebauter Apparat,4
H07.02.004,Freizeitanlage: Eingebauter Apparat,4
H07.03,"Sportanlage, Freizeitanlage: Steuerung",3
H07.03.000,"Sportanlage, Freizeitanlage: Steuerung",4
H07.03.000.000,"Sportanlage, Freizeitanlage: Steuerung",5
H07.03.001,Sportanlage: Steuerungssystem,4
H07.03.002,Freizeitanlage: Steuerungssystem,4
H07.04,"Sportanlage, Freizeitanlage: Einbauten",3
H07.04.000,"Sportanlage, Freizeitanlage: Einbauten",4
H07.04.000.000,"Sportanlage, Freizeitanlage: Einbauten",5
H07.04.001,Sportanlage: Einbauten,4
H07.04.002,Freizeitanlage: Einbauten,4
H08,Anlage für Erholung,2
H08.01,"Erholungsanlage: Versorgung, Entsorgung",3
H08.01.000,"Erholungsanlage: Versorgung, Entsorgung",4
H08.01.000.000,"Erholungsanlage: Versorgung, Entsorgung",5
H08.01.001,Erholungsanlage: Versorgung,4
H08.01.002,Erholungsanlage: Entsorgung,4
H08.02,Erholungsanlage: Apparat,3
H08.02.000,Erholungsanlage: Apparat,4
H08.02.001,Erholungsanlage: Eingebaute Maschine,4
H08.02.002,Erholungsanlage: Eingebauter Apparat,4
H08.03,Erholungsanlage: Steuerung,3
H08.03.000,Erholungsanlage: Steuerung,4
H08.03.001,Erholungsanlage: Steuerungssystem,4
H08.04,Erholungsanlage: Einbauten,3
H08.04.000,Erholungsanlage: Einbauten,4
H08.04.001,Erholungsanlage: Einbauten,4
H09,Weitere nutzungsspezifische Anlage,2
H09.01,"Nutzungsspezifische Anlage: Versorgung, Entsorgung",3
H09.01.000,"Nutzungsspezifische Anlage: Versorgung, Entsorgung",4
H09.01.000.000,"Nutzungsspezifische Anlage: Versorgung, Entsorgung",5
H09.01.001,Nutzungsspezifische Anlage: Versorgung,4
H09.01.002,Nutzungsspezifische Anlage: Entsorgung,4
H09.02,Nutzungsspezifische Anlage: Aufbereitung,3
H09.02.000,Nutzungsspezifische Anlage: Aufbereitung,4
H09.02.000.000,Nutzungsspezifische Anlage: Aufbereitung,5
H09.02.001,Nutzungsspezifische Anlage: Aufbereitung,4
H09.03,"Nutzungsspezifische Anlage: Speicherung, Lagerung",3
H09.03.000,"Nutzungsspezifische Anlage: Speicherung, Lagerung",4
H09.03.000.000,"Nutzungsspezifische Anlage: Speicherung, Lagerung",5
H09.03.001,Nutzungsspezifische Anlage: Speicherung,4
H09.04,Nutzungsspezifische Anlage: Verteilung,3
H09.04.000,Nutzungsspezifische Anlage: Verteilung,4
H09.04.000.000,Nutzungsspezifische Anlage: Verteilung,5
H09.04.001,Nutzungsspezifische Anlage: Verteilung,4
H09.05,"Nutzungsspezifische Anlage: Armatur, Apparat",3
H09.05.000,"Nutzungsspezifische Anlage: Armatur, Apparat",4
H09.05.000.000,"Nutzungsspezifische Anlage: Armatur, Apparat",5
H09.05.001,Nutzungsspezifische Anlage: Einbauten,4
H09.05.002,Nutzungsspezifische Anlage: Armatur,4
H09.05.003,Nutzungsspezifische Anlage: Apparat,4
H09.06,Parkieranlage,3
H09.06.000,Parkieranlage,4
H09.06.000.000,Parkieranlage,5
H09.06.000.001,Anlage,5
H09.06.000.002,Aufzug,5
H09.06.000.003,Antrieb,5
H09.06.000.004,Steuerung,5
H09.06.000.005,Regelung,5
H09.06.000.006,Kabinenbeleuchtung,5
H09.06.000.007,Kabinenbelüftung,5
H09.06.000.008,Kabinenausstattung,5
H09.06.001,Mechanische Parkieranlage,4
H09.06.001.001,Anlage,5
H09.06.001.003,Antrieb,5
H09.06.001.004,Steuerung,5
H09.06.001.005,Regelung,5
H09.06.002,Autoaufzug,4
H09.06.002.002,Aufzug,5
H09.06.002.003,Antrieb,5
H09.06.002.004,Steuerung,5
H09.06.002.005,Regelung,5
H09.06.002.006,Kabinenbeleuchtung,5
H09.06.002.007,Kabinenbelüftung,5
H09.06.002.008,Kabinenausstattung,5
H09.07,Materialtransportanlage,3
H09.07.000,Materialtransportanlage,4
H09.07.000.000,Materialtransportanlage,5
H09.07.000.001,Anlage,5
H09.07.000.002,Antrieb,5
H09.07.000.003,Steuerung,5
H09.07.000.004,Regelung,5
H09.07.001,Rohrpostanlage,4
H09.07.001.001,Anlage,5
H09.07.001.002,Antrieb,5
H09.07.001.003,Steuerung,5
H09.07.001.004,Regelung,5
H09.07.002,Automatische Warentransportanlage,4
H09.07.002.001,Anlage,5
H09.07.002.002,Antrieb,5
H09.07.002.003,Steuerung,5
H09.07.002.004,Regelung,5
H09.07.003,Schiebeschrankanlage,4
H09.07.003.001,Anlage,5
H09.07.003.002,Antrieb,5
H09.07.003.003,Steuerung,5
H09.07.003.004,Regelung,5
H09.07.004,Rollgestellanlage,4
H09.07.004.001,Anlage,5
H09.07.004.002,Antrieb,5
H09.07.004.003,Steuerung,5
H09.07.004.004,Regelung,5
H09.08,Kühlzelle,3
H09.08.000,Kühlzelle,4
H09.08.000.000,Kühlzelle,5
H09.08.000.001,Kühlzelle,5
H09.08.000.002,Ertüchtigung,5
H09.08.000.003,Ausstattung,5
H09.08.001,Kühlraum,4
H09.08.001.001,Kühlzelle,5
H09.08.001.002,Ertüchtigung,5
H09.08.001.003,Ausstattung,5
H09.08.002,Gewerbliche Kälte,4
H09.08.002.001,Kühlzelle,5
H09.08.002.002,Ertüchtigung,5
H09.08.002.003,Ausstattung,5
H09.09,Lagereinrichtung,3
H09.09.000,Lagereinrichtung,4
H09.09.000.000,Lagereinrichtung,5
H09.09.000.001,Anlage,5
H09.09.000.002,Antrieb,5
H09.09.000.003,Steuerung,5
H09.09.000.004,Regelung,5
H09.09.001,Rohrpostanlage,4
H09.09.001.001,Anlage,5
H09.09.001.002,Antrieb,5
H09.09.001.003,Steuerung,5
H09.09.001.004,Regelung,5
H09.09.002,Warentransportanlage,4
H09.09.002.001,Anlage,5
H09.09.002.002,Antrieb,5
H09.09.002.003,Steuerung,5
H09.09.002.004,Regelung,5
I,Umgebung Gebäude,1
I01,Umgebungsgestaltung,2
I01.01,Geländeanpassung,3
I01.01.000,Geländeanpassung,4
I01.01.000.000,Geländeanpassung,5
I01.01.000.001,Von Hand,5
I01.01.000.002,Maschinell,5
I01.01.001,Geländeabtrag,4
I01.01.001.001,Von Hand,5
I01.01.001.002,Maschinell,5
I01.01.002,Auffüllung,4
I01.01.002.001,Von Hand,5
I01.01.002.002,Maschinell,5
I01.01.003,Rohplanie,4
I01.01.004,Materiallieferung,4
I01.01.005,Zwischenlagerung,4
I01.01.006,Transport,4
I01.02,Tief liegende Entwässerung,3
I01.02.000,Tief liegende Entwässerung,4
I01.02.000.000,Tief liegende Entwässerung,5
I01.02.000.001,Entwässerungselement,5
I01.02.000.002,Graben- und Grubenaushub,5
I01.02.000.003,Auffüllung,5
I01.02.001,Drainage,4
I01.02.001.001,Entwässerungselement,5
I01.02.001.002,Graben- und Grubenaushub,5
I01.02.001.003,Auffüllung,5
I01.02.002,Rohrleitung,4
I01.02.002.001,Entwässerungselement,5
I01.02.002.002,Graben- und Grubenaushub,5
I01.02.002.003,Auffüllung,5
I01.02.003,Rinne,4
I01.02.003.001,Entwässerungselement,5
I01.02.003.002,Graben- und Grubenaushub,5
I01.02.003.003,Auffüllung,5
I01.02.004,Schacht,4
I01.02.004.001,Entwässerungselement,5
I01.02.004.002,Graben- und Grubenaushub,5
I01.02.004.003,Auffüllung,5
I01.02.005,Ablauf,4
I01.02.005.001,Entwässerungselement,5
I01.02.005.002,Graben- und Grubenaushub,5
I01.02.005.003,Auffüllung,5
I01.02.006,Einlauf,4
I01.02.006.001,Entwässerungselement,5
I01.02.006.002,Graben- und Grubenaushub,5
I01.02.006.003,Auffüllung,5
I01.02.007,Retention,4
I01.02.007.001,Entwässerungselement,5
I01.02.007.002,Graben- und Grubenaushub,5
I01.02.007.003,Auffüllung,5
I02,Bauwerk in der Umgebung,2
I02.01,Böschungsverbau,3
I02.01.000,Böschungsverbau,4
I02.01.000.000,Böschungsverbau,5
I02.01.001,Lebendverbauung,4
I02.01.002,Holzverbauung,4
I02.01.003,Natursteinverbauung,4
I02.01.004,Böschungssicherung mit Betonelementen,4
I02.01.005,Erosionsschutz,4
I02.01.006,Rückverankerung,4
I02.01.007,Steinschlagschutznetz,4
I02.01.008,Spritzbeton,4
I02.01.009,Lawinenverbau,4
I02.02,Stützmauer,3
I02.02.000,Stützmauer,4
I02.02.000.000,Stützmauer,5
I02.02.000.001,Mauer,5
I02.02.000.002,Aushub,5
I02.02.000.003,Fundation,5
I02.02.000.004,Anker,5
I02.02.000.005,Hinterfüllung,5
I02.02.000.006,Oberflächenbehandlung,5
I02.02.001,Stützmauer aus Beton,4
I02.02.001.001,Mauer,5
I02.02.001.002,Aushub,5
I02.02.001.003,Fundation,5
I02.02.001.004,Anker,5
I02.02.001.005,Hinterfüllung,5
I02.02.001.006,Oberflächenbehandlung,5
I02.02.002,Stützmauer aus Naturstein,4
I02.02.002.001,Mauer,5
I02.02.002.002,Aushub,5
I02.02.002.003,Fundation,5
I02.02.002.005,Hinterfüllung,5
I02.02.003,Stützmauer aus Holz,4
I02.02.003.001,Mauer,5
I02.02.003.002,Aushub,5
I02.02.003.003,Fundation,5
I02.02.003.005,Hinterfüllung,5
I02.02.003.006,Oberflächenbehandlung,5
I02.02.004,Stützmauer aus Steinkörben,4
I02.02.004.001,Mauer,5
I02.02.004.002,Aushub,5
I02.02.004.003,Fundation,5
I02.02.004.005,Hinterfüllung,5
I02.03,Frei stehende Wand,3
I02.03.000,Frei stehende Wand,4
I02.03.000.000,Frei stehende Wand,5
I02.03.000.001,Wand,5
I02.03.000.002,Aushub,5
I02.03.000.003,Fundation,5
I02.03.000.004,Anker,5
I02.03.000.005,Oberflächenbehandlung,5
I02.03.000.006,Hinterfüllung,5
I02.03.001,Wand aus Steinkörben,4
I02.03.001.001,Wand,5
I02.03.001.002,Aushub,5
I02.03.001.003,Fundation,5
I02.03.001.006,Hinterfüllung,5
I02.03.002,Holzwand,4
I02.03.002.001,Wand,5
I02.03.002.002,Aushub,5
I02.03.002.003,Fundation,5
I02.03.002.005,Oberflächenbehandlung,5
I02.03.002.006,Hinterfüllung,5
I02.03.003,Wand aus stehenden Hölzern,4
I02.03.003.001,Wand,5
I02.03.003.002,Aushub,5
I02.03.003.003,Fundation,5
I02.03.003.005,Oberflächenbehandlung,5
I02.03.003.006,Hinterfüllung,5
I02.03.004,Wand aus liegenden Hölzern,4
I02.03.004.001,Wand,5
I02.03.004.002,Aushub,5
I02.03.004.003,Fundation,5
I02.03.004.005,Oberflächenbehandlung,5
I02.03.004.006,Hinterfüllung,5
I02.03.005,Lärmschutzwand,4
I02.03.005.001,Wand,5
I02.03.005.002,Aushub,5
I02.03.005.003,Fundation,5
I02.03.005.005,Oberflächenbehandlung,5
I02.03.005.006,Hinterfüllung,5
I02.04,"Treppe, Rampe",3
I02.04.000,"Treppe, Rampe",4
I02.04.000.000,"Treppe, Rampe",5
I02.04.000.001,Schalung,5
I02.04.000.002,Aussparungen und Einlagen,5
I02.04.000.003,Bewehrung,5
I02.04.000.004,Beton,5
I02.04.000.005,Konstruktion,5
I02.04.000.006,Belag,5
I02.04.000.007,Oberflächenbearbeitung,5
I02.04.000.008,Beschichtung,5
I02.04.000.009,Wange,5
I02.04.000.010,Holm,5
I02.04.000.011,Trittstufen,5
I02.04.001,Treppe aus Holz,4
I02.04.001.005,Konstruktion,5
I02.04.001.006,Belag,5
I02.04.001.007,Oberflächenbearbeitung,5
I02.04.001.008,Beschichtung,5
I02.04.001.009,Wange,5
I02.04.001.010,Holm,5
I02.04.001.011,Trittstufen,5
I02.04.002,Treppe aus Metall,4
I02.04.002.005,Konstruktion,5
I02.04.002.006,Belag,5
I02.04.002.007,Oberflächenbearbeitung,5
I02.04.002.008,Beschichtung,5
I02.04.002.009,Wange,5
I02.04.002.010,Holm,5
I02.04.002.011,Trittstufen,5
I02.04.003,Treppe aus Beton,4
I02.04.003.001,Schalung,5
I02.04.003.002,Aussparungen und Einlagen,5
I02.04.003.003,Bewehrung,5
I02.04.003.004,Beton,5
I02.04.004,Treppe aus Kunststein,4
I02.04.004.005,Konstruktion,5
I02.04.004.007,Oberflächenbearbeitung,5
I02.04.004.008,Beschichtung,5
I02.04.004.009,Wange,5
I02.04.004.010,Holm,5
I02.04.004.011,Trittstufen,5
I02.05,Kleinbauwerk,3
I02.05.000,Kleinbauwerk,4
I02.05.000.000,Kleinbauwerk,5
I02.05.000.001,Bauwerk,5
I02.05.000.002,Aushub,5
I02.05.000.003,Fundation,5
I02.05.000.004,Schutzschicht,5
I02.05.000.005,Filterschicht,5
I02.05.000.006,Drainage,5
I02.05.000.007,Unterkonstruktion,5
I02.05.000.008,Abdichtung,5
I02.05.000.009,Hinterfüllung,5
I02.05.000.010,Oberflächenbehandlung,5
I02.05.001,Fahrzeugunterstand,4
I02.05.001.001,Bauwerk,5
I02.05.001.002,Aushub,5
I02.05.001.003,Fundation,5
I02.05.001.004,Schutzschicht,5
I02.05.001.005,Filterschicht,5
I02.05.001.006,Drainage,5
I02.05.001.007,Unterkonstruktion,5
I02.05.001.008,Abdichtung,5
I02.05.001.009,Hinterfüllung,5
I02.05.001.010,Oberflächenbehandlung,5
I02.05.002,Wasserbecken,4
I02.05.002.001,Bauwerk,5
I02.05.002.002,Aushub,5
I02.05.002.003,Fundation,5
I02.05.002.004,Schutzschicht,5
I02.05.002.005,Filterschicht,5
I02.05.002.006,Drainage,5
I02.05.002.007,Unterkonstruktion,5
I02.05.002.008,Abdichtung,5
I02.05.002.009,Hinterfüllung,5
I02.05.002.010,Oberflächenbehandlung,5
I02.05.003,Brunnen,4
I02.05.003.001,Bauwerk,5
I02.05.003.002,Aushub,5
I02.05.003.003,Fundation,5
I02.05.003.004,Schutzschicht,5
I02.05.003.005,Filterschicht,5
I02.05.003.006,Drainage,5
I02.05.003.007,Unterkonstruktion,5
I02.05.003.008,Abdichtung,5
I02.05.003.009,Hinterfüllung,5
I02.05.003.010,Oberflächenbehandlung,5
I02.05.004,Pavillon,4
I02.05.004.001,Bauwerk,5
I02.05.004.002,Aushub,5
I02.05.004.003,Fundation,5
I02.05.004.004,Schutzschicht,5
I02.05.004.005,Filterschicht,5
I02.05.004.006,Drainage,5
I02.05.004.007,Unterkonstruktion,5
I02.05.004.008,Abdichtung,5
I02.05.004.009,Hinterfüllung,5
I02.05.004.010,Oberflächenbehandlung,5
I02.05.005,Bühne,4
I02.05.005.001,Bauwerk,5
I02.05.005.002,Aushub,5
I02.05.005.003,Fundation,5
I02.05.005.004,Schutzschicht,5
I02.05.005.005,Filterschicht,5
