Quelle;GUID;Kategorie;Typ;Familie;Zusatzinfo;Menge;Einheit;Ebene;Schichtaufbau;Dicke_mm;Fläche_m2;Länge_m
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00024b46;Waende;Interior - 138mm Partition (1-hr);;;7.3350000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;52.960000000000001;17.260000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00024d4d;Waende;Generic - 200mm;;;18.809999999999999;m3;;Unbekannt [Tragend] (200 mm);200;94.049999999999997;8.4000000000000004
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00024dc4;Waende;Exterior - Insulation on Masonry;;;48.923000000000002;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm) | Vapour / Moisture Barriers - Vapour Retarder [Membran] (0 mm) | Plasterboard [Finish 2] (13 mm);303;163.03999999999999;14.130000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00024f23;Waende;Generic - 200mm;;;18.809999999999999;m3;;Unbekannt [Tragend] (200 mm);200;94.049999999999997;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00025024;Waende;Storefront;;;0;m3;;;;9.3300000000000001;2.8399999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000251e5;Waende;Interior - 138mm Partition (1-hr);;;1.2180000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.8000000000000007;2.3199999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002522f;Waende;Interior - 138mm Partition (1-hr);;;4.2690000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;30.820000000000000;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000252cf;Waende;Interior - 138mm Partition (1-hr);;;4.3419999999999996;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;31.350000000000001;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002531b;Waende;Interior - 138mm Partition (1-hr);;;3.9409999999999998;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.449999999999999;8.7899999999999991
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00025532;Waende;Interior - 138mm Partition (1-hr);;;1.2180000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.8000000000000007;2.3199999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000255a8;Waende;Interior - 138mm Partition (1-hr);;;1.2180000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.8000000000000007;2.3199999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002564a;Waende;Interior - 138mm Partition (1-hr);;;3.0510000000000002;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;22.030000000000001;6.0199999999999996
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002569a;Waende;Interior - 138mm Partition (1-hr);;;3.0510000000000002;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;22.030000000000001;6.0199999999999996
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002575b;Waende;Interior - 138mm Partition (1-hr);;;0.91300000000000003;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;6.5899999999999999;2.0
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000257a2;Waende;Interior - 138mm Partition (1-hr);;;17.547999999999998;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;126.70000000000000;40.979999999999997
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00025810;Waende;Exterior Curtain Wall;;;0;m3;;;;465.26999999999998;40.979999999999997
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00025930;Waende;Interior - 138mm Partition (1-hr);;;3.9840000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.760000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000259a7;Waende;Interior - 138mm Partition (1-hr);;;3.9809999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.739999999999998;8.1999999999999993
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00025a07;Waende;Interior - 138mm Partition (1-hr);;;3.9840000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.760000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00025a75;Waende;Interior - 138mm Partition (1-hr);;;3.9840000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.760000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00025aa7;Waende;Generic - 200mm;;;19.501000000000001;m3;;Unbekannt [Tragend] (200 mm);200;97.5;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00025b3b;Waende;Exterior - Insulation on Masonry;;;3.0400000000000000;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm) | Vapour / Moisture Barriers - Vapour Retarder [Membran] (0 mm) | Plasterboard [Finish 2] (13 mm);303;10.029999999999999;2.8900000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00025e17;Waende;Storefront;;;0;m3;;;;9.3300000000000001;2.8900000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00025f1b;Waende;Exterior Curtain Wall;;;0;m3;;;;29.590000000000000;2.6000000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000260cb;Waende;Generic - 225mm Concrete;;;3.5910000000000002;m3;;Concrete - Cast-in-Place Concrete [Tragend] (225 mm);225;15.960000000000001;1.3999999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026159;Waende;Generic - 225mm Concrete;;;3.5910000000000002;m3;;Concrete - Cast-in-Place Concrete [Tragend] (225 mm);225;15.960000000000001;1.3999999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000261a8;Waende;Generic - 225mm Concrete;;;3.5910000000000002;m3;;Concrete - Cast-in-Place Concrete [Tragend] (225 mm);225;15.960000000000001;1.3999999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002620f;Waende;Generic - 225mm Concrete;;;3.5910000000000002;m3;;Concrete - Cast-in-Place Concrete [Tragend] (225 mm);225;15.960000000000001;1.3999999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026268;Waende;Exterior Curtain Wall;;;0;m3;;;;24.530000000000001;5.9900000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026279;Waende;Exterior Curtain Wall;;;0;m3;;;;118.27000000000000;10.600000000000000
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002629c;Waende;Exterior Curtain Wall;;;0;m3;;;;85.930000000000007;7.7599999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000262f8;Waende;Exterior Curtain Wall;;;0;m3;;;;20.879999999999999;1.9399999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000267c8;Waende;Interior - 138mm Partition (1-hr);;;1.3089999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;9.4499999999999993;3.2599999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000267c9;Waende;Interior - 138mm Partition (1-hr);;;2.3279999999999998;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;16.809999999999999;5.8899999999999997
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000267ca;Waende;Interior - 138mm Partition (1-hr);;;1.0840000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;7.8300000000000001;2.3500000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000267cb;Waende;Interior - 138mm Partition (1-hr);;;2.9289999999999998;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;21.149999999999999;7.2599999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000267cc;Waende;Interior - 138mm Partition (1-hr);;;1.0840000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;7.8300000000000001;2.3500000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000267d2;Waende;Storefront;;;0;m3;;;;9.3300000000000001;2.8900000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000267e5;Waende;Storefront;;;0;m3;;;;16.489999999999998;4.7300000000000004
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000267e9;Waende;Storefront;;;0;m3;;;;9.3300000000000001;2.8399999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000267fc;Waende;Interior - 138mm Partition (1-hr);;;1.1330000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.1799999999999997;2.3199999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000267fd;Waende;Interior - 138mm Partition (1-hr);;;3.9710000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.670000000000002;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000267fe;Waende;Interior - 138mm Partition (1-hr);;;4.0389999999999997;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;29.160000000000000;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000267ff;Waende;Interior - 138mm Partition (1-hr);;;3.6280000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;26.199999999999999;8.7899999999999991
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026805;Waende;Interior - 138mm Partition (1-hr);;;1.1330000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.1799999999999997;2.3199999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026806;Waende;Interior - 138mm Partition (1-hr);;;1.1330000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.1799999999999997;2.3199999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026807;Waende;Interior - 138mm Partition (1-hr);;;2.8380000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;20.489999999999998;6.0199999999999996
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026808;Waende;Interior - 138mm Partition (1-hr);;;2.8380000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;20.489999999999998;6.0199999999999996
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026809;Waende;Interior - 138mm Partition (1-hr);;;0.91300000000000003;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;6.5899999999999999;2.0
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002680a;Waende;Interior - 138mm Partition (1-hr);;;17.818999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;128.65000000000001;40.979999999999997
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026814;Waende;Storefront;;;0;m3;;;;9.3300000000000001;2.8900000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026852;Waende;Interior - 138mm Partition (1-hr);;;11.526000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;83.219999999999999;25.989999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026853;Waende;Interior - 138mm Partition (1-hr);;;2.5430000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;18.359999999999999;5.8899999999999997
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026854;Waende;Interior - 138mm Partition (1-hr);;;1.2380000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.9399999999999995;2.3500000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026855;Waende;Interior - 138mm Partition (1-hr);;;1.625;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;11.730000000000000;3.2599999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026856;Waende;Interior - 138mm Partition (1-hr);;;1.1650000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.4199999999999999;2.3500000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002685c;Waende;Storefront;;;0;m3;;;;10.029999999999999;2.8900000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002686f;Waende;Interior - 138mm Partition (1-hr);;;17.911999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;129.33000000000001;37.189999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026873;Waende;Storefront;;;0;m3;;;;10.029999999999999;2.8399999999999999
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026886;Waende;Interior - 138mm Partition (1-hr);;;1.2180000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.8000000000000007;2.3199999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026887;Waende;Interior - 138mm Partition (1-hr);;;4.2690000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;30.820000000000000;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026888;Waende;Interior - 138mm Partition (1-hr);;;4.3419999999999996;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;31.350000000000001;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026889;Waende;Interior - 138mm Partition (1-hr);;;3.9409999999999998;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.449999999999999;8.7899999999999991
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002688f;Waende;Interior - 138mm Partition (1-hr);;;1.2180000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.8000000000000007;2.3199999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026890;Waende;Interior - 138mm Partition (1-hr);;;1.2180000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.8000000000000007;2.3199999999999998
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026891;Waende;Interior - 138mm Partition (1-hr);;;3.0510000000000002;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;22.030000000000001;6.0199999999999996
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026892;Waende;Interior - 138mm Partition (1-hr);;;3.0510000000000002;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;22.030000000000001;6.0199999999999996
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026893;Waende;Interior - 138mm Partition (1-hr);;;0.98099999999999998;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;7.0800000000000001;2.0
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026894;Waende;Interior - 138mm Partition (1-hr);;;19.317000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;139.47000000000000;40.979999999999997
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002689e;Waende;Storefront;;;0;m3;;;;10.029999999999999;2.8900000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026968;Waende;Interior - 138mm Partition (1-hr);;;3.9840000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.760000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026988;Waende;Interior - 138mm Partition (1-hr);;;4.0119999999999996;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.969999999999999;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026a49;Waende;Interior - 138mm Partition (1-hr);;;3.9809999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.739999999999998;8.1999999999999993
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026a86;Waende;Interior - 138mm Partition (1-hr);;;3.9809999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.739999999999998;8.1999999999999993
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026ac4;Waende;Interior - 138mm Partition (1-hr);;;3.9809999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.739999999999998;8.1999999999999993
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026ae2;Waende;Interior - 138mm Partition (1-hr);;;3.9840000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.760000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026b11;Waende;Interior - 138mm Partition (1-hr);;;3.9840000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.760000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026b40;Waende;Interior - 138mm Partition (1-hr);;;3.9840000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.760000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026d2b;Waende;Interior - 138mm Partition (1-hr);;;3.9840000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.760000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026dc8;Waende;Interior - 138mm Partition (1-hr);;;2.6930000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;19.440000000000001;5.5
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026de5;Waende;Interior - 138mm Partition (1-hr);;;3.9710000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.670000000000002;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026e03;Waende;Interior - 138mm Partition (1-hr);;;1.4500000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;10.470000000000001;3.1000000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026e55;Waende;Interior - 138mm Partition (1-hr);;;3.9710000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.670000000000002;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026e71;Waende;Interior - 138mm Partition (1-hr);;;2.7420000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;19.800000000000001;5.75
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00026ec3;Waende;Interior - 138mm Partition (1-hr);;;3.7690000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;27.210000000000001;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000270b8;Waende;Interior - 138mm Partition (1-hr);;;2.9230000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;21.100000000000001;5.9000000000000004
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002710e;Waende;Interior - 138mm Partition (1-hr);;;1.7400000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;12.560000000000000;3.7700000000000000
