Quelle;GUID;Kategorie;Typ;Familie;Zusatzinfo;Menge;Einheit;Ebene;Schichtaufbau;Dicke_mm;Fläche_m2;Länge_m;BKP_Code;BKP_Beschreibung;KI_Konfidenz
Snowdon Towers Sample HVAC;5b26a1c5-4b92-4d46-a781-d8e2ddf05b18-00172ef3;HVAC;16x4 Connection 8 Diameter Duct;Supply Grille - Double Deflection - Curve Face Rectangular Neck;718;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;5b26a1c5-4b92-4d46-a781-d8e2ddf05b18-00172f3b;HVAC;16x4 Connection 8 Diameter Duct;Supply Grille - Double Deflection - Curve Face Rectangular Neck;719;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;5b26a1c5-4b92-4d46-a781-d8e2ddf05b18-00172f5c;HVAC;16x4 Connection 8 Diameter Duct;Supply Grille - Double Deflection - Curve Face Rectangular Neck;720;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;5b26a1c5-4b92-4d46-a781-d8e2ddf05b18-00172f95;HVAC;16x4 Connection 8 Diameter Duct;Supply Grille - Double Deflection - Curve Face Rectangular Neck;721;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;5b26a1c5-4b92-4d46-a781-d8e2ddf05b18-0017315b;HVAC;"4"" DIA";Air Terminal-Supply Cap-FB;722;1.0;Stk;L1 - Block 35;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;cf5bfd8a-8304-4ee2-a220-6994cb7ea6f3-0017764b;HVAC;16x4 Connection 8 Diameter Duct;Supply Grille - Double Deflection - Curve Face Rectangular Neck;723;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;ee75abd3-0b00-4374-8f65-b8d52f0bb76e-0014d4c4;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU202;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;4c0c00b4-f00b-4eac-b2f9-977c41681002-0014d87e;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU203;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;4c0c00b4-f00b-4eac-b2f9-977c41681002-0014d91b;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU204;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;4c0c00b4-f00b-4eac-b2f9-977c41681002-0014d952;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU205;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;4c0c00b4-f00b-4eac-b2f9-977c41681002-0014db68;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU109B;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;4c0c00b4-f00b-4eac-b2f9-977c41681002-0014db70;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU109A;1.0;Stk;L1 - Block 43;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;4c0c00b4-f00b-4eac-b2f9-977c41681002-0014dc4b;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU303;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;4c0c00b4-f00b-4eac-b2f9-977c41681002-0014dc58;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU106A;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;4c0c00b4-f00b-4eac-b2f9-977c41681002-0014dc76;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU308;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;4c0c00b4-f00b-4eac-b2f9-977c41681002-0014dc83;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU309;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;4c0c00b4-f00b-4eac-b2f9-977c41681002-0014dc90;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU307;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;4c0c00b4-f00b-4eac-b2f9-977c41681002-0014dcaa;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU304;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;5e87c63f-ac5f-4f89-9346-9e92c685bc17-00158c79;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU108B;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;5e87c63f-ac5f-4f89-9346-9e92c685bc17-00158da7;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU108A;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;a92a4e4a-67e7-4364-b5b8-1bc3521451d8-0015f185;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU301A;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;a92a4e4a-67e7-4364-b5b8-1bc3521451d8-0015f18d;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU301B;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;f6e524e6-b848-42b8-99e6-fa105857ae7b-00161562;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU200A;1.0;Stk;M1;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;f6e524e6-b848-42b8-99e6-fa105857ae7b-00162098;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU200B;1.0;Stk;M1;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;9480508d-8b27-4dc9-9fa5-b336f64a8465-00164743;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU306;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;163dfb52-e8ff-4ce3-8c1c-c35b84917839-0016579f;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU409;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;163dfb52-e8ff-4ce3-8c1c-c35b84917839-001659cf;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU407;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;163dfb52-e8ff-4ce3-8c1c-c35b84917839-00165ad9;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU403;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;d36e40a4-294f-4a50-b629-f5d3807b912f-00165c04;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU401A;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;d36e40a4-294f-4a50-b629-f5d3807b912f-00165c05;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU401B;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;d36e40a4-294f-4a50-b629-f5d3807b912f-00165e0c;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU404;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;d36e40a4-294f-4a50-b629-f5d3807b912f-00165faf;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU408;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;d36e40a4-294f-4a50-b629-f5d3807b912f-0016609f;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU410;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;bba659af-724e-4b85-850d-0a8d096040ae-0016617b;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU501A;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;bba659af-724e-4b85-850d-0a8d096040ae-0016617c;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU501B;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;bba659af-724e-4b85-850d-0a8d096040ae-0016636e;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU504;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;bba659af-724e-4b85-850d-0a8d096040ae-0016640d;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU506;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;bba659af-724e-4b85-850d-0a8d096040ae-001664a0;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU507;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;bba659af-724e-4b85-850d-0a8d096040ae-001665b1;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU406;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;ad749fd7-82f7-4fb9-99c9-20ef80280522-0016681d;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU105A;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;ad749fd7-82f7-4fb9-99c9-20ef80280522-00166874;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU105B;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;5394a5eb-ec67-4ba7-89e1-3a5581615cb8-0016a502;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU107;1.0;Stk;L1 - Block 37;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample HVAC;5b26a1c5-4b92-4d46-a781-d8e2ddf05b18-0017291c;HVAC;Heat Recovery Unit (HRU);HeatRecoveryUnit;HRU102;1.0;Stk;L1 - Block 35;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;d6fdadf5-1319-4c7c-926d-1c91c3a2a108-00156b15;Elektro;GFCI;Duplex Receptacle;1;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;d6fdadf5-1319-4c7c-926d-1c91c3a2a108-00157015;Elektro;GFCI;Duplex Receptacle;2;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;d6fdadf5-1319-4c7c-926d-1c91c3a2a108-001570af;Elektro;Standard;Duplex Receptacle;3;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;d6fdadf5-1319-4c7c-926d-1c91c3a2a108-001570bf;Elektro;Standard;Duplex Receptacle;4;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;d6fdadf5-1319-4c7c-926d-1c91c3a2a108-0015711e;Elektro;Standard;Duplex Receptacle;5;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;d6fdadf5-1319-4c7c-926d-1c91c3a2a108-00157212;Elektro;Standard;Duplex Receptacle;6;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;d6fdadf5-1319-4c7c-926d-1c91c3a2a108-0015722f;Elektro;Standard;Duplex Receptacle;7;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;d6fdadf5-1319-4c7c-926d-1c91c3a2a108-00157419;Elektro;Standard;Duplex Receptacle;8;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;d6fdadf5-1319-4c7c-926d-1c91c3a2a108-0015756e;Elektro;Standard;High Voltage Receptacle;9;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-00157636;Elektro;Standard;Duplex Receptacle;10;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-001576bf;Elektro;Standard;Duplex Receptacle;11;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-0015770a;Elektro;Standard;Duplex Receptacle;12;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-00157832;Elektro;Standard;Duplex Receptacle;13;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-00157876;Elektro;Standard;Duplex Receptacle;14;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-001578eb;Elektro;Standard;Duplex Receptacle;15;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-001579e9;Elektro;Standard;Duplex Receptacle;16;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-00157a82;Elektro;Counter Top;Duplex Receptacle;17;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-00157b71;Elektro;Standard;High Voltage Receptacle;18;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-00157c0a;Elektro;GFCI;Duplex Receptacle;19;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-00157c2e;Elektro;Counter Top;Duplex Receptacle;20;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-00157cca;Elektro;GFCI;Duplex Receptacle;21;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-00157f7b;Elektro;GFCI;Duplex Receptacle;22;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-00157fdb;Elektro;Standard;Duplex Receptacle;24;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-0015803a;Elektro;Standard;Duplex Receptacle;25;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-0015807d;Elektro;Standard;Duplex Receptacle;26;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-00158101;Elektro;Standard;Duplex Receptacle;27;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-0015815d;Elektro;Standard;Duplex Receptacle;28;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-0015817f;Elektro;Standard;Duplex Receptacle;29;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-001581be;Elektro;Standard;Duplex Receptacle;30;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;3b2a90f9-ac1f-4b76-a249-0721cc9342b5-001581e2;Elektro;Standard;Duplex Receptacle;31;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158312;Elektro;Standard;Duplex Receptacle;32;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158338;Elektro;Standard;Duplex Receptacle;33;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158448;Elektro;Standard;Duplex Receptacle;34;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001584af;Elektro;Standard;Duplex Receptacle;35;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158652;Elektro;Standard;Duplex Receptacle;39;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158678;Elektro;Standard;Duplex Receptacle;40;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001586f1;Elektro;Standard;Duplex Receptacle;41;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158968;Elektro;Standard;Duplex Receptacle;43;1.0;Stk;L5;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-0015898a;Elektro;GFCI;Duplex Receptacle;44;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-0015898c;Elektro;GFCI;Duplex Receptacle;45;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-0015898d;Elektro;Standard;Duplex Receptacle;46;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-0015898f;Elektro;Standard;Duplex Receptacle;47;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158990;Elektro;Standard;Duplex Receptacle;48;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158994;Elektro;Standard;Duplex Receptacle;49;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158996;Elektro;Standard;Duplex Receptacle;50;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158997;Elektro;Standard;Duplex Receptacle;51;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-0015899a;Elektro;Standard;High Voltage Receptacle;52;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-0015899c;Elektro;Standard;Duplex Receptacle;53;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-0015899e;Elektro;Standard;Duplex Receptacle;54;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589a0;Elektro;Standard;Duplex Receptacle;55;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589a1;Elektro;Standard;Duplex Receptacle;56;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589a3;Elektro;Standard;Duplex Receptacle;57;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589a4;Elektro;Standard;Duplex Receptacle;58;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589a8;Elektro;Standard;Duplex Receptacle;59;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589ab;Elektro;Counter Top;Duplex Receptacle;60;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589ad;Elektro;Standard;Duplex Receptacle;61;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589ae;Elektro;Standard;Duplex Receptacle;62;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589ba;Elektro;GFCI;Duplex Receptacle;63;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589bc;Elektro;GFCI;Duplex Receptacle;64;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589bd;Elektro;Standard;Duplex Receptacle;65;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589bf;Elektro;Standard;Duplex Receptacle;66;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589c0;Elektro;Standard;Duplex Receptacle;67;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589c4;Elektro;Standard;Duplex Receptacle;68;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589c6;Elektro;Standard;Duplex Receptacle;69;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589c7;Elektro;Standard;Duplex Receptacle;70;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589ca;Elektro;Standard;High Voltage Receptacle;71;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589cc;Elektro;Standard;Duplex Receptacle;72;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589ce;Elektro;Standard;Duplex Receptacle;73;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589d0;Elektro;Standard;Duplex Receptacle;74;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589d4;Elektro;Standard;Duplex Receptacle;77;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589d8;Elektro;Standard;Duplex Receptacle;78;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589db;Elektro;Counter Top;Duplex Receptacle;79;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589dd;Elektro;Standard;Duplex Receptacle;80;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-001589de;Elektro;Standard;Duplex Receptacle;81;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a2d;Elektro;GFCI;Duplex Receptacle;82;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a2f;Elektro;GFCI;Duplex Receptacle;83;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a30;Elektro;Standard;Duplex Receptacle;84;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a32;Elektro;Standard;Duplex Receptacle;85;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a33;Elektro;Standard;Duplex Receptacle;86;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a37;Elektro;Standard;Duplex Receptacle;87;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a39;Elektro;Standard;Duplex Receptacle;88;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a3a;Elektro;Standard;Duplex Receptacle;89;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a3d;Elektro;Standard;High Voltage Receptacle;90;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a3f;Elektro;Standard;Duplex Receptacle;91;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a41;Elektro;Standard;Duplex Receptacle;92;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a43;Elektro;Standard;Duplex Receptacle;93;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Electrical;9ecc1787-b810-47b2-80bf-2d0a7d668464-00158a44;Elektro;Standard;Duplex Receptacle;94;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
